TimeSlice	Time	hip_L_deg	knee_L_deg	ankle_L_deg	hip_R_deg	knee_R_deg	ankle_R_deg	RG_L_stance	RG_L_inhabit	RG_R_stance	PF_L_hip_ext	PF_L_knee	PF_L_dorsi	MN_L_hip_ext	MN_L_knee_ext
27742	5.5484	23.0002	1.10925	-4.96732	-7.50556	-0.0406041	-4.9959	-0.0556003	-0.0539997	-0.062209	-0.0565641	-0.058063	-0.0556825	-0.0616118	-0.060321
27743	5.5486	23.0002	1.10925	-4.96732	-7.50556	-0.0406041	-4.9959	-0.0553357	-0.0539997	-0.0625779	-0.0565617	-0.0578782	-0.0555375	-0.0615901	-0.0603203
27744	5.5488	23.0002	1.22815	-4.97096	-7.5718	-0.0413414	-4.99495	-0.0553439	-0.0539997	-0.0627127	-0.0563051	-0.057863	-0.0556067	-0.0615686	-0.0603196
27745	5.549	23.0002	1.22815	-4.97096	-7.5718	-0.0413414	-4.99495	-0.0550914	-0.0539997	-0.0628482	-0.0565283	-0.0577659	-0.0557849	-0.0615474	-0.060319
27746	5.5492	23.0002	1.22815	-4.97096	-7.5718	-0.0413414	-4.99495	0	-0.0539997	-0.0629501	-0.0563063	-0.0578768	-0.0555213	-0.0615264	-0.0603183
27747	5.5494	23.0002	1.22815	-4.97096	-7.5718	-0.0413414	-4.99495	-0.0553964	-0.0539998	-0.0633182	-0.0561465	-0.0577178	-0.0552642	-0.0615057	-0.0603176
27748	5.5496	23.0002	1.22815	-4.97096	-7.5718	-0.0413414	-4.99495	-0.0557792	-0.0539998	-0.0637799	-0.0559883	-0.0574623	-0.0553269	-0.0614852	-0.0603169
27749	5.5498	23.0002	1.35013	-4.97331	-7.64055	-0.0434944	-4.99379	-0.0563807	-0.0539998	-0.0640712	-0.0557502	-0.0572235	-0.0554407	-0.061465	-0.0603162
27750	5.55	23.0002	1.35013	-4.97331	-7.64055	-0.0434944	-4.99379	-0.0565985	-0.0539998	-0.0639486	-0.0557832	-0.0569754	-0.0551695	-0.061445	-0.0603155
27751	5.5502	23.0002	1.35013	-4.97331	-7.64055	-0.0434944	-4.99379	-0.0570348	-0.0539998	-0.0639442	-0.0555089	-0.0567999	-0.0550489	-0.0614253	-0.0603149
27752	5.5504	23.0002	1.35013	-4.97331	-7.64055	-0.0434944	-4.99379	-0.0575537	-0.0539998	-0.0641533	-0.0552545	-0.0567917	0	-0.0614058	-0.0603142
27753	5.5506	23.0002	1.35013	-4.97331	-7.64055	-0.0434944	-4.99379	-0.0577113	-0.0539998	-0.0641353	-0.0552235	-0.0565677	-0.0553409	-0.0613866	-0.0603135
27754	5.5508	23.0002	1.47493	-4.97553	-7.71111	-0.0461176	-4.99257	-0.0581209	-0.0539998	-0.0643302	0	-0.0565726	-0.0556342	-0.0613676	-0.0603128
27755	5.551	23.0002	1.47493	-4.97553	-7.71111	-0.0461176	-4.99257	-0.0582785	-0.0539998	-0.0642419	-0.0554856	-0.0563254	-0.0563022	0	-0.0603122
27756	5.5512	23.0002	1.47493	-4.97553	-7.71111	-0.0461176	-4.99257	-0.0585351	-0.0539998	-0.0643217	-0.0561028	-0.0557611	-0.0568756	-0.0580673	-0.0603115
27757	5.5514	23.0002	1.47493	-4.97553	-7.71111	-0.0461176	-4.99257	-0.0587966	-0.0539998	-0.0645239	-0.0563932	-0.0552895	-0.0570436	-0.0570314	-0.0603108
27758	5.5516	23.0002	1.47493	-4.97553	-7.71111	-0.0461176	-4.99257	-0.0589513	-0.0539998	-0.0643986	-0.0566574	-0.0551892	-0.0574684	-0.0562102	-0.0603102
27759	5.5518	23.0002	1.60244	-4.97767	-7.783	-0.0484993	-4.99111	-0.0591532	-0.0539998	-0.0646338	-0.0567841	-0.0551663	-0.0576348	-0.0555699	-0.0603095
27760	5.552	23.0002	1.60244	-4.97767	-7.783	-0.0484993	-4.99111	-0.0594277	-0.0539999	-0.0648396	-0.0570563	0	-0.0576177	-0.0550823	-0.0603088
27761	5.5522	23.0002	1.60244	-4.97767	-7.783	-0.0484993	-4.99111	-0.0594181	-0.0539999	-0.0648173	-0.0574388	-0.055277	-0.0578113	-0.0547237	0
27762	5.5524	23.0002	1.60244	-4.97767	-7.783	-0.0484993	-4.99111	-0.0596623	-0.0539999	-0.0649393	-0.0575343	-0.0554409	-0.0581403	-0.0544742	-0.0571259
27763	5.5526	23.0002	1.60244	-4.97767	-7.783	-0.0484993	-4.99111	-0.0594851	-0.0539999	-0.0648872	-0.0579384	-0.0557299	-0.0584053	-0.0543169	-0.0561512
27764	5.5528	23.0001	1.73261	-4.97964	-7.85589	-0.0501718	-4.9899	-0.0593575	-0.0539999	-0.0648827	-0.0582816	-0.056024	-0.0583599	-0.0542376	-0.0553818
27765	5.553	23.0001	1.73261	-4.97964	-7.85589	-0.0501718	-4.9899	-0.0595743	-0.0539999	-0.0645733	-0.0583552	-0.0561985	-0.0585473	-0.0542241	-0.0547856
27766	5.5532	23.0001	1.73261	-4.97964	-7.85589	-0.0501718	-4.9899	-0.059645	-0.0539999	-0.064624	-0.0582535	-0.0565302	-0.0588852	0	-0.0543359
27767	5.5534	23.0001	1.73261	-4.97964	-7.85589	-0.0501718	-4.9899	-0.0598098	-0.0539999	-0.0646291	-0.0582427	-0.0567922	-0.0590855	-0.05494	-0.0540103
27768	5.5536	23.0001	1.73261	-4.97964	-7.85589	-0.0501718	-4.9899	-0.0598434	-0.0539999	-0.0642899	-0.0584992	-0.0569501	-0.0592435	-0.0555719	-0.0537898
27769	5.5538	23.0001	1.8654	-4.98144	-7.9297	-0.0510265	-4.98904	-0.0600261	-0.0539999	-0.0643809	-0.0585983	-0.0570539	-0.0593825	-0.0561655	-0.0536583
27770	5.554	23.0001	1.8654	-4.98144	-7.9297	-0.0510265	-4.98904	-0.0598726	-0.0539999	-0.0642371	-0.0588691	-0.0571881	-0.0596317	-0.0567244	-0.0536022
27771	5.5542	23.0001	1.8654	-4.98144	-7.9297	-0.0510265	-4.98904	-0.0597365	-0.0539999	-0.0641145	-0.0586894	-0.0570715	-0.0597408	-0.0572513	-0.0536098
27772	5.5544	23.0001	1.8654	-4.98144	-7.9297	-0.0510265	-4.98904	-0.05974	-0.0539999	-0.0639812	-0.0586415	-0.0572495	-0.0596085	-0.0577487	0
27773	5.5546	23.0001	1.8654	-4.98144	-7.9297	-0.0510265	-4.98904	-0.0594836	-0.0539999	-0.0639932	-0.0587941	-0.0575105	-0.0597665	-0.0582187	-0.0543855
27774	5.5548	23.0001	2.0012	-4.97963	-8.00456	-0.0512479	-4.9885	-0.0595964	-0.0539999	-0.0637868	-0.058861	-0.0577482	-0.0595573	-0.0586634	-0.0550542
27775	5.555	23.0001	2.0012	-4.97963	-8.00456	-0.0512479	-4.9885	-0.0592796	-0.0539999	-0.0636816	-0.059025	-0.0577518	-0.0593086	-0.0590843	-0.0556816
27776	5.5552	23.0001	2.0012	-4.97963	-8.00456	-0.0512479	-4.9885	-0.0590765	-0.0539999	-0.0633788	-0.0592304	-0.0577402	-0.059328	-0.059483	-0.0562713
27777	5.5554	23.0001	2.0012	-4.97963	-8.00456	-0.0512479	-4.9885	-0.0591252	-0.0539999	-0.0633089	-0.0593668	-0.0577978	-0.0593337	-0.0598608	-0.0568265
27778	5.5556	23.0001	2.0012	-4.97963	-8.00456	-0.0512479	-4.9885	-0.0590898	-0.0539999	-0.0633342	-0.0593748	-0.057677	-0.0594813	-0.0602189	-0.05735
27779	5.5558	23.0001	2.13926	-4.97774	-8.08042	-0.0511042	-4.98822	-0.0590523	-0.0539999	-0.0632325	-0.0595402	-0.0577957	-0.0596069	-0.0605584	-0.0578441
27780	5.556	23.0001	2.13926	-4.97774	-8.08042	-0.0511042	-4.98822	-0.0592279	-0.0539999	-0.0635193	-0.0593196	-0.0578239	-0.0594158	-0.0608804	-0.0583111
27781	5.5562	23.0001	2.13926	-4.97774	-8.08042	-0.0511042	-4.98822	-0.0590098	-0.0539999	-0.0638101	-0.0590307	-0.0577348	-0.0594053	-0.0611857	-0.0587527
27782	5.5564	23.0001	2.13926	-4.97774	-8.08042	-0.0511042	-4.98822	-0.0588939	-0.0539999	-0.0636935	-0.0589767	-0.05772	-0.0595316	-0.0614753	-0.0591705
27783	5.5566	23.0001	2.13926	-4.97774	-8.08042	-0.0511042	-4.98822	-0.0586029	-0.0539999	-0.0637842	-0.0591363	-0.0579026	-0.0593104	-0.0617498	-0.0595662
27784	5.5568	22.9984	2.27636	-4.97686	-8.15736	-0.0508669	-4.98798	-0.0585459	-0.0539999	-0.0638183	-0.0591984	-0.057864	-0.0590295	-0.0620101	-0.059941
27785	5.557	22.9984	2.27636	-4.97686	-8.15736	-0.0508669	-4.98798	-0.0585283	-0.0539999	-0.0641482	-0.0592733	-0.0578787	-0.0591877	-0.0622569	-0.0602961
27786	5.5572	22.9984	2.27636	-4.97686	-8.15736	-0.0508669	-4.98798	-0.0585228	-0.0539999	-0.0642931	-0.0592504	-0.057869	-0.0589881	-0.0624908	-0.0606326
27787	5.5574	22.9984	2.27636	-4.97686	-8.15736	-0.0508669	-4.98798	-0.0584458	-0.0539999	-0.064207	-0.0593016	-0.0577601	-0.058935	-0.0627125	-0.0609515
27788	5.5576	22.9984	2.27636	-4.97686	-8.15736	-0.0508669	-4.98798	-0.0581355	-0.054	-0.0642133	-0.0591981	-0.0578328	-0.0590717	-0.0629224	-0.0612538
27789	5.5578	22.9892	2.40673	-4.97636	-8.23839	-0.0511805	-4.98801	-0.0580337	-0.054	-0.0641074	-0.0590341	-0.0578103	-0.0588537	-0.0631213	-0.0615403
27790	5.558	22.9892	2.40673	-4.97636	-8.23839	-0.0511805	-4.98801	-0.0579146	-0.054	-0.0641445	-0.0589946	-0.057703	-0.0588497	-0.0633096	-0.0618119
27791	5.5582	22.9892	2.40673	-4.97636	-8.23839	-0.0511805	-4.98801	-0.0577071	-0.054	-0.0642308	-0.0586836	-0.0578191	-0.0587211	-0.0634879	-0.0620692
27792	5.5584	22.9892	2.40673	-4.97636	-8.23839	-0.0511805	-4.98801	-0.0577403	-0.054	-0.0643132	-0.0584521	-0.0576636	-0.058819	-0.0636565	-0.062313
27793	5.5586	22.9892	2.40673	-4.97636	-8.23839	-0.0511805	-4.98801	-0.0578502	-0.054	-0.0642661	-0.0582411	-0.0575626	-0.058575	-0.0638161	-0.062544
27794	5.5588	22.9676	2.52556	-4.97588	-8.32577	-0.0526583	-4.99449	-0.0577402	-0.054	-0.0641748	-0.0583934	-0.0574382	-0.0583447	-0.0639669	-0.0627628
27795	5.559	22.9676	2.52556	-4.97588	-8.32577	-0.0526583	-4.99449	-0.0576509	-0.054	-0.0643472	-0.0582032	-0.0574531	-0.0580952	-0.0641095	-0.0629699
27796	5.5592	22.9676	2.52556	-4.97588	-8.32577	-0.0526583	-4.99449	-0.0577667	-0.054	-0.0644545	-0.0579893	-0.0576731	-0.0582113	-0.0642442	-0.063166
27797	5.5594	22.9676	2.52556	-4.97588	-8.32577	-0.0526583	-4.99449	-0.0576727	-0.054	-0.0642216	-0.0579449	-0.0575552	-0.0580726	-0.0643715	-0.0633516
27798	5.5596	22.9676	2.52556	-4.97588	-8.32577	-0.0526583	-4.99449	-0.057626	-0.054	-0.0643292	-0.0578016	-0.0577527	-0.0578184	-0.0644916	-0.0635272
27799	5.5598	22.9294	2.62893	-4.97539	-8.421	-0.0545676	-5.00684	-0.057341	-0.054	-0.0641271	-0.0578657	-0.0578816	-0.0578534	-0.064605	-0.0636933
27800	5.56	22.9294	2.62893	-4.97539	-8.421	-0.0545676	-5.00684	-0.0572451	-0.054	-0.064247	-0.0579769	-0.0576495	-0.0577644	-0.064712	-0.0638503
27801	5.5602	22.9294	2.62893	-4.97539	-8.421	-0.0545676	-5.00684	-0.0571486	-0.054	-0.064108	-0.0581502	-0.0574289	-0.0577375	-0.0648128	-0.0639987
27802	5.5604	22.9294	2.62893	-4.97539	-8.421	-0.0545676	-5.00684	-0.0571085	-0.054	-0.0641959	-0.058109	-0.0575609	-0.0577639	-0.0649079	-0.0641389
27803	5.5606	22.9294	2.62893	-4.97539	-8.421	-0.0545676	-5.00684	-0.0571302	-0.054	-0.0639192	-0.0579841	-0.0574044	-0.0576204	-0.0649974	-0.0642714
27804	5.5608	22.8715	2.71358	-4.97493	-8.52526	-0.0573006	-5.03133	-0.0569767	-0.054	-0.0640094	-0.0580546	-0.0574082	-0.0575734	-0.0650818	-0.0643964
27805	5.561	22.8715	2.71358	-4.97493	-8.52526	-0.0573006	-5.03133	-0.0569351	-0.054	-0.0637222	-0.05781	-0.0573074	-0.0573538	-0.0651612	-0.0645144
27806	5.5612	22.8715	2.71358	-4.97493	-8.52526	-0.0573006	-5.03133	-0.0567529	-0.054	-0.0638455	-0.0580087	-0.0571799	-0.0573333	-0.0652359	-0.0646257
27807	5.5614	22.8715	2.71358	-4.97493	-8.52526	-0.0573006	-5.03133	-0.0564638	-0.054	-0.063727	-0.0577257	-0.0569143	-0.0571438	-0.0653061	-0.0647307
27808	5.5616	22.8715	2.71358	-4.97493	-8.52526	-0.0573006	-5.03133	-0.0563565	-0.054	-0.0637686	-0.0575481	-0.057012	-0.0570971	-0.0653721	-0.0648297
27809	5.5618	22.7914	2.77705	-4.97448	-8.63899	-0.0596783	-5.06624	-0.056291	-0.054	-0.0637293	-0.0572583	-0.0571534	-0.0571062	-0.0654341	-0.064923
27810	5.562	22.7914	2.77705	-4.97448	-8.63899	-0.0596783	-5.06624	-0.0563016	-0.054	-0.0636182	-0.0571611	-0.0572249	-0.0569091	-0.0654924	-0.0650108
27811	5.5622	22.7914	2.77705	-4.97448	-8.63899	-0.0596783	-5.06624	-0.0561655	-0.054	-0.0634885	-0.0573022	-0.057219	-0.0570601	-0.065547	-0.0650935
27812	5.5624	22.7914	2.77705	-4.97448	-8.63899	-0.0596783	-5.06624	-0.05606	-0.054	-0.0633418	-0.05739	-0.0574257	-0.0569554	-0.0655982	-0.0651713
27813	5.5626	22.7914	2.77705	-4.97448	-8.63899	-0.0596783	-5.06624	-0.0561566	-0.054	-0.0630602	-0.0571299	-0.0571451	-0.0568304	-0.0656463	-0.0652445
27814	5.5628	22.6878	2.81768	-4.97404	-8.76215	-0.0608667	-5.1142	-0.0560682	-0.054	-0.0632154	-0.056957	-0.0573094	-0.0570119	-0.0656913	-0.0653133
27815	5.563	22.6878	2.81768	-4.97404	-8.76215	-0.0608667	-5.1142	-0.0558326	-0.054	-0.0632769	-0.0568847	-0.0570497	-0.0567269	-0.0657334	-0.065378
27816	5.5632	22.6878	2.81768	-4.97404	-8.76215	-0.0608667	-5.1142	-0.0556662	-0.054	-0.0633238	-0.0569995	-0.0571374	-0.0567119	-0.0657728	-0.0654387
27817	5.5634	22.6878	2.81768	-4.97404	-8.76215	-0.0608667	-5.1142	-0.0557262	-0.054	-0.0632403	-0.0568087	-0.0571411	-0.0567478	-0.0658096	-0.0654957
27818	5.5636	22.6878	2.81768	-4.97404	-8.76215	-0.0608667	-5.1142	-0.05575	-0.054	-0.0630484	-0.0568897	-0.0571713	-0.0567377	-0.065844	-0.0655492
27819	5.5638	22.5604	2.83475	-4.97358	-8.89442	-0.0603756	-5.17293	-0.0559277	-0.054	-0.0632119	-0.05683	-0.0569849	-0.056877	-0.0658761	-0.0655994
27820	5.564	22.5604	2.83475	-4.97358	-8.89442	-0.0603756	-5.17293	-0.055711	-0.054	-0.062967	-0.0566326	-0.0568786	-0.0567708	-0.065906	-0.0656464
27821	5.5642	22.5604	2.83475	-4.97358	-8.89442	-0.0603756	-5.17293	-0.055888	-0.054	-0.0629712	-0.0565724	-0.0567334	-0.056538	-0.0659339	-0.0656904
27822	5.5644	22.5604	2.83475	-4.97358	-8.89442	-0.0603756	-5.17293	-0.0556513	-0.054	-0.0627334	-0.0564845	-0.0567678	-0.0566256	-0.0659598	-0.0657317
27823	5.5646	22.5604	2.83475	-4.97358	-8.89442	-0.0603756	-5.17293	-0.0557274	-0.054	-0.0628141	-0.056352	-0.0567298	-0.0565719	-0.0659839	-0.0657702
27824	5.5648	22.4098	2.82862	-4.97306	-9.03591	-0.0589954	-5.24176	-0.0557417	-0.054	-0.062832	-0.0562616	-0.0564533	-0.0567148	-0.0660063	-0.0658062
27825	5.565	22.4098	2.82862	-4.97306	-9.03591	-0.0589954	-5.24176	-0.0558576	-0.054	-0.0631893	-0.0562074	-0.0564759	-0.0564067	-0.0660271	-0.0658399
27826	5.5652	22.4098	2.82862	-4.97306	-9.03591	-0.0589954	-5.24176	-0.0557109	-0.054	-0.0631403	-0.0563382	-0.0565635	-0.0562269	-0.0660463	-0.0658713
27827	5.5654	22.4098	2.82862	-4.97306	-9.03591	-0.0589954	-5.24176	-0.0557933	-0.054	-0.0631927	-0.0564883	-0.0566989	-0.0560167	-0.0660641	-0.0659006
27828	5.5656	22.4098	2.82862	-4.97306	-9.03591	-0.0589954	-5.24176	-0.0559394	-0.054	-0.0633858	-0.0566653	-0.0564949	-0.0559904	-0.0660805	-0.0659279
27829	5.5658	22.2378	2.80087	-4.97246	-9.18593	-0.0573976	-5.32026	-0.0559735	-0.054	-0.0632967	-0.0565529	-0.0566239	-0.0558332	-0.0660957	-0.0659533
27830	5.566	22.2378	2.80087	-4.97246	-9.18593	-0.0573976	-5.32026	-0.0558958	-0.054	-0.0631628	-0.0563903	-0.0565034	-0.0555813	-0.0661096	-0.0659769
27831	5.5662	22.2378	2.80087	-4.97246	-9.18593	-0.0573976	-5.32026	-0.0557417	-0.054	-0.0632744	-0.0564375	-0.0564058	-0.0555023	-0.0661224	-0.0659989
27832	5.5664	22.2378	2.80087	-4.97246	-9.18593	-0.0573976	-5.32026	-0.0557256	-0.054	-0.0631848	-0.0562551	-0.0563705	-0.0554034	-0.0661341	-0.0660192
27833	5.5666	22.2378	2.80087	-4.97246	-9.18593	-0.0573976	-5.32026	-0.0558645	-0.054	-0.0633973	-0.0564568	-0.0562855	-0.055143	-0.0661448	-0.0660381
27834	5.5668	22.0476	2.75414	-4.97176	-9.34316	-0.0559231	-5.40764	-0.0556017	-0.054	-0.0632614	-0.0566719	-0.0561532	-0.0551268	-0.0661545	-0.0660555
27835	5.567	22.0476	2.75414	-4.97176	-9.34316	-0.0559231	-5.40764	-0.0555954	-0.054	-0.0634426	-0.0564679	-0.0561781	0	-0.0661633	-0.0660716
27836	5.5672	22.0476	2.75414	-4.97176	-9.34316	-0.0559231	-5.40764	-0.0554638	-0.054	-0.0633381	-0.0566442	-0.0560728	-0.055275	-0.0661713	-0.0660865
27837	5.5674	22.0476	2.75414	-4.97176	-9.34316	-0.0559231	-5.40764	-0.0552652	-0.054	-0.0635124	-0.0564269	-0.0562069	-0.055987	-0.0661785	-0.0661002
27838	5.5676	22.0476	2.75414	-4.97176	-9.34316	-0.0559231	-5.40764	-0.0550362	-0.054	-0.0635733	-0.0563386	-0.0562413	-0.0562677	-0.0661849	-0.0661127
27839	5.5678	21.8426	2.69193	-4.97098	-9.50596	-0.0545788	-5.50245	-0.0550614	-0.054	-0.0634257	-0.0564958	-0.056066	-0.0564823	-0.0661907	-0.0661243
27840	5.568	21.8426	2.69193	-4.97098	-9.50596	-0.0545788	-5.50245	0	-0.054	-0.0634699	-0.0565577	-0.0560526	-0.05709	-0.0661957	-0.0661348
27841	5.5682	21.8426	2.69193	-4.97098	-9.50596	-0.0545788	-5.50245	-0.0553025	-0.054	-0.0635614	-0.0561547	-0.0561503	-0.0573915	-0.0662002	-0.0661444
27842	5.5684	21.8426	2.69193	-4.97098	-9.50596	-0.0545788	-5.50245	-0.0558906	-0.054	-0.0635052	-0.05585	-0.05633	-0.0579034	-0.066204	-0.0661531
27843	5.5686	21.8426	2.69193	-4.97098	-9.50596	-0.0545788	-5.50245	-0.0563967	-0.054	-0.0636921	-0.055446	-0.0562791	-0.0581651	-0.0662073	-0.066161
27844	5.5688	21.6269	2.61812	-4.97037	-9.67258	-0.0531238	-5.60221	-0.0569111	-0.054	-0.0638311	-0.055246	-0.0561397	-0.0582592	-0.0662101	-0.0661681
27845	5.569	21.6269	2.61812	-4.97037	-9.67258	-0.0531238	-5.60221	-0.0571289	-0.054	-0.0638808	-0.0550446	-0.0560838	-0.0584477	-0.0662124	-0.0661745
27846	5.5692	21.6269	2.61812	-4.97037	-9.67258	-0.0531238	-5.60221	-0.0575458	-0.054	-0.0640678	0	-0.0562613	-0.0585237	-0.0662142	-0.0661802
27847	5.5694	21.6269	2.61812	-4.97037	-9.67258	-0.0531238	-5.60221	-0.0576545	-0.054	-0.064057	-0.0554354	-0.0555766	-0.0587184	-0.0632618	-0.0661852
27848	5.5696	21.6269	2.61812	-4.97037	-9.67258	-0.0531238	-5.60221	-0.0578221	-0.054	-0.0642801	-0.0560227	-0.0553459	-0.0590479	-0.0609325	-0.0661897
27849	5.5698	21.4043	2.53657	-4.97032	-9.84136	-0.0512591	-5.70366	-0.0579056	-0.054	-0.0641603	-0.0561687	-0.0550967	-0.0590391	0	-0.0661935
27850	5.57	21.4043	2.53657	-4.97032	-9.84136	-0.0512591	-5.70366	-0.0582132	-0.054	-0.0640737	-0.0564836	0	-0.0592748	-0.0581112	-0.0661968
27851	5.5702	21.4043	2.53657	-4.97032	-9.84136	-0.0512591	-5.70366	-0.0584309	-0.054	-0.0641953	-0.0567046	-0.0554058	-0.0592546	-0.0574193	-0.0632331
27852	5.5704	21.4043	2.53657	-4.97032	-9.84136	-0.0512591	-5.70366	-0.0583365	-0.054	-0.0643659	-0.0569423	-0.0557782	-0.0591745	-0.0569656	-0.060896
27853	5.5706	21.4043	2.53657	-4.97032	-9.84136	-0.0512591	-5.70366	-0.0584513	-0.054	-0.0642431	-0.0572739	-0.0558177	-0.0593569	-0.056699	0
27854	5.5708	21.1784	2.4511	-4.96914	-10.0109	-0.0488177	-5.80319	-0.0583386	-0.054	-0.0643387	-0.0574224	-0.0561821	-0.0593544	-0.0565795	-0.0580677
27855	5.571	21.1784	2.4511	-4.96914	-10.0109	-0.0488177	-5.80319	-0.0584541	-0.054	-0.0643187	-0.0574085	-0.0562954	-0.0592191	-0.0565751	-0.0573753
27856	5.5712	21.1784	2.4511	-4.96914	-10.0109	-0.0488177	-5.80319	-0.0587629	-0.054	-0.0643595	-0.0574875	-0.0563994	-0.0590374	-0.0566606	-0.0569219
27857	5.5714	21.1784	2.4511	-4.96914	-10.0109	-0.0488177	-5.80319	-0.0589994	-0.054	-0.0644058	-0.0573847	-0.0563943	-0.0587888	-0.0568159	-0.0566563
27858	5.5716	21.1784	2.4511	-4.96914	-10.0109	-0.0488177	-5.80319	-0.0592614	-0.054	-0.0642932	-0.0576858	-0.0564388	-0.0589932	-0.0570248	-0.0565381
27859	5.5718	20.9523	2.36472	-4.96789	-10.18	-0.0458541	-5.89821	-0.0591697	-0.054	-0.0640597	-0.0576639	-0.05634	-0.0587406	-0.0572743	-0.0565354
27860	5.572	20.9523	2.36472	-4.96789	-10.18	-0.0458541	-5.89821	-0.0592703	-0.054	-0.0642212	-0.0575346	-0.0562776	-0.058585	0	-0.0566227
27861	5.5722	20.9523	2.36472	-4.96789	-10.18	-0.0458541	-5.89821	-0.0594965	-0.054	-0.0640761	-0.05778	-0.0563335	-0.0586653	-0.0582998	-0.05678
27862	5.5724	20.9523	2.36472	-4.96789	-10.18	-0.0458541	-5.89821	-0.0596443	-0.054	-0.0638923	-0.0580762	-0.056213	-0.0585766	-0.0589665	-0.0569909
27863	5.5726	20.9523	2.36472	-4.96789	-10.18	-0.0458541	-5.89821	-0.0598398	-0.054	-0.0638594	-0.0583182	-0.0562481	-0.058477	-0.0595669	-0.0572425
27864	5.5728	20.729	2.28033	-4.96679	-10.3477	-0.0423005	-5.97744	-0.0595648	-0.054	-0.0636255	-0.0581499	-0.0564493	-0.0584151	-0.0601111	0
27865	5.573	20.729	2.28033	-4.96679	-10.3477	-0.0423005	-5.97744	-0.059753	-0.054	-0.063474	-0.0583663	-0.0567147	-0.0585509	-0.0606071	-0.0582729
27866	5.5732	20.729	2.28033	-4.96679	-10.3477	-0.0423005	-5.97744	-0.0597831	-0.054	-0.0632218	-0.0582085	-0.0569809	-0.058755	-0.0610616	-0.0589422
27867	5.5734	20.729	2.28033	-4.96679	-10.3477	-0.0423005	-5.97744	-0.0599114	-0.054	-0.0635437	-0.0582718	-0.0571311	-0.0586847	-0.0614799	-0.0595448
27868	5.5736	20.729	2.28033	-4.96679	-10.3477	-0.0423005	-5.97744	-0.0597776	-0.054	-0.063713	-0.0584498	-0.0570997	-0.0584709	-0.0618664	-0.0600909
27869	5.5738	20.5066	2.19711	-4.96599	-10.5165	-0.0399887	-6.04767	-0.0599137	-0.054	-0.0636939	-0.0582357	-0.0569234	-0.0585283	-0.0622247	-0.0605887
27870	5.574	20.5066	2.19711	-4.96599	-10.5165	-0.0399887	-6.04767	-0.0597593	-0.054	-0.0639823	-0.0581918	-0.0567707	-0.0585586	-0.0625578	-0.0610448
27871	5.5742	20.5066	2.19711	-4.96599	-10.5165	-0.0399887	-6.04767	-0.0595558	-0.054	-0.0640294	-0.05796	-0.0569466	-0.0585941	-0.0628682	-0.0614645
27872	5.5744	20.5066	2.19711	-4.96599	-10.5165	-0.0399887	-6.04767	-0.0595019	-0.054	-0.0640871	-0.05784	-0.0570442	-0.0583641	-0.0631581	-0.0618523
27873	5.5746	20.5066	2.19711	-4.96599	-10.5165	-0.0399887	-6.04767	-0.0594462	-0.054	-0.0641303	-0.0577294	-0.0572968	-0.0585379	-0.0634292	-0.0622118
27874	5.5748	20.2809	2.11058	-4.96618	-10.6884	-0.0370075	-6.07724	-0.0591581	-0.054	-0.0642872	-0.0577702	-0.0572341	-0.0586876	-0.0636832	-0.062546
27875	5.575	20.2809	2.11058	-4.96618	-10.6884	-0.0370075	-6.07724	-0.0589597	-0.054	-0.0641757	-0.0579756	-0.0573169	-0.0586935	-0.0639214	-0.0628575
27876	5.5752	20.2809	2.11058	-4.96618	-10.6884	-0.0370075	-6.07724	-0.0590377	-0.054	-0.0643807	-0.0578377	-0.0573283	-0.0587082	-0.064145	-0.0631483
27877	5.5754	20.2809	2.11058	-4.96618	-10.6884	-0.0370075	-6.07724	-0.05893	-0.054	-0.0642081	-0.0578369	-0.0575048	-0.0588326	-0.0643551	-0.0634204
27878	5.5756	20.2809	2.11058	-4.96618	-10.6884	-0.0370075	-6.07724	-0.0590858	-0.054	-0.0644489	-0.0577446	-0.0576406	-0.0587455	-0.0645525	-0.0636753
27879	5.5758	20.0484	2.01693	-4.96647	-10.865	-0.0425434	-6.15616	-0.0589072	-0.054	-0.0644441	-0.0578258	-0.0575292	-0.0588313	-0.0647381	-0.0639143
27880	5.576	20.0484	2.01693	-4.96647	-10.865	-0.0425434	-6.15616	-0.0586348	-0.054	-0.0642378	-0.0579098	-0.0573892	-0.0587433	-0.0649127	-0.0641387
27881	5.5762	20.0484	2.01693	-4.96647	-10.865	-0.0425434	-6.15616	-0.058359	-0.054	-0.0642147	-0.0578464	-0.0575355	-0.0588444	-0.0650769	-0.0643494
27882	5.5764	20.0484	2.01693	-4.96647	-10.865	-0.0425434	-6.15616	-0.0585124	-0.054	-0.064348	-0.0580364	-0.0576025	-0.0587378	-0.0652314	-0.0645475
27883	5.5766	20.0484	2.01693	-4.96647	-10.865	-0.0425434	-6.15616	-0.0583989	-0.054	-0.0641666	-0.0581721	-0.057377	-0.0585748	-0.0653768	-0.0647338
27884	5.5768	19.8067	1.91309	-4.96668	-11.0447	-0.0504578	-6.26529	-0.0585561	-0.054	-0.063945	-0.0579578	-0.0573092	-0.0584141	-0.0655136	-0.0649089
27885	5.577	19.8067	1.91309	-4.96668	-11.0447	-0.0504578	-6.26529	-0.0584716	-0.054	-0.0638978	-0.0578243	-0.0570884	-0.0581962	-0.0656423	-0.0650737
