TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx	R RG ext IN	R RG flx IN	R RG ext	R RG flx	L c1	R c1	L V3	R V3
22792	4.5584	-0.0556833	-0.0599806	-0.0564962	-0.0614387	-0.057021	-0.0589715	-0.0583316	-0.0590273	-0.0599806	-0.0589715	-0.0558676	-0.057301
22793	4.5586	-0.055675	-0.0599814	-0.0564915	-0.0614601	-0.0570365	-0.058955	-0.0583505	-0.059015	-0.0599814	-0.058955	-0.0558585	-0.0573179
22794	4.5588	-0.055667	-0.0599821	-0.0564869	-0.0614814	-0.0570523	-0.0589385	-0.0583695	-0.0590026	-0.0599821	-0.0589385	-0.0558496	-0.057335
22795	4.559	-0.0556593	-0.0599828	-0.0564826	-0.0615024	-0.0570683	-0.058922	-0.0583884	-0.0589901	-0.0599828	-0.058922	-0.0558409	-0.0573524
22796	4.5592	-0.0556518	-0.0599835	-0.0564785	-0.0615233	-0.0570846	-0.0589055	-0.0584074	-0.0589775	-0.0599835	-0.0589055	-0.0558324	-0.0573701
22797	4.5594	-0.0556445	-0.0599841	-0.0564746	-0.061544	-0.0571011	-0.0588889	-0.0584264	-0.0589647	-0.0599841	-0.0588889	-0.0558241	-0.057388
22798	4.5596	-0.0556375	-0.0599847	-0.0564708	-0.0615645	-0.0571179	-0.0588722	-0.0584454	-0.0589517	-0.0599847	-0.0588722	-0.0558161	-0.0574061
22799	4.5598	-0.0556306	-0.0599853	-0.0564673	-0.0615848	-0.0571348	-0.0588556	-0.0584644	-0.0589386	-0.0599853	-0.0588556	-0.0558083	-0.0574244
22800	4.56	-0.0556241	-0.0599859	-0.056464	-0.0616049	-0.057152	-0.0588388	-0.0584834	-0.0589254	-0.0599859	-0.0588388	-0.0558007	-0.057443
22801	4.5602	-0.0556177	-0.0599865	-0.0564608	-0.0616249	-0.0571694	-0.058822	-0.0585023	-0.058912	-0.0599865	-0.058822	-0.0557934	-0.0574617
22802	4.5604	-0.0556116	-0.059987	-0.0564579	-0.0616447	-0.057187	-0.0588052	-0.0585213	-0.0588984	-0.059987	-0.0588052	-0.0557862	-0.0574806
22803	4.5606	-0.0556057	-0.0599875	-0.0564551	-0.0616643	-0.0572048	-0.0587883	-0.0585402	-0.0588847	-0.0599875	-0.0587883	-0.0557792	-0.0574998
22804	4.5608	-0.0556	-0.059988	-0.0564525	-0.0616837	-0.0572227	-0.0587713	-0.0585591	-0.0588707	-0.059988	-0.0587713	-0.0557725	-0.0575191
22805	4.561	-0.0555945	-0.0599885	-0.0564501	-0.061703	-0.0572409	-0.0587542	-0.058578	-0.0588567	-0.0599885	-0.0587542	-0.055766	-0.0575386
22806	4.5612	-0.0555893	-0.0599889	-0.0564479	-0.0617221	-0.0572592	-0.058737	-0.0585969	-0.0588424	-0.0599889	-0.058737	-0.0557597	-0.0575583
22807	4.5614	-0.0555842	-0.0599894	-0.0564458	-0.061741	-0.0572777	-0.0587198	-0.0586158	-0.058828	-0.0599894	-0.0587198	-0.0557536	-0.0575781
22808	4.5616	-0.0555794	-0.0599898	-0.0564439	-0.0617597	-0.0572964	-0.0587025	-0.0586346	-0.0588134	-0.0599898	-0.0587025	-0.0557477	-0.0575981
22809	4.5618	-0.0555748	-0.0599902	-0.0564422	-0.0617783	-0.0573152	-0.058685	-0.0586534	-0.0587986	-0.0599902	-0.058685	-0.055742	-0.0576182
22810	4.562	-0.0555704	-0.0599906	-0.0564407	-0.0617968	-0.0573341	-0.0586675	-0.0586721	-0.0587836	-0.0599906	-0.0586675	-0.0557365	-0.0576385
22811	4.5622	-0.0555663	-0.0599909	-0.0564393	-0.061815	-0.0573532	-0.0586498	-0.0586908	-0.0587685	-0.0599909	-0.0586498	-0.0557312	-0.0576589
22812	4.5624	-0.0555623	-0.0599913	-0.0564381	-0.0618332	-0.0573725	-0.0586321	-0.0587095	-0.0587531	-0.0599913	-0.0586321	-0.0557261	-0.0576795
22813	4.5626	-0.0555585	-0.0599916	-0.0564371	-0.0618512	-0.0573919	-0.0586142	-0.0587282	-0.0587376	-0.0599916	-0.0586142	-0.0557212	-0.0577001
22814	4.5628	-0.055555	-0.059992	-0.0564362	-0.061869	-0.0574114	-0.0585962	-0.0587468	-0.0587219	-0.059992	-0.0585962	-0.0557165	-0.057721
22815	4.563	-0.0555516	-0.0599923	-0.0564355	-0.0618867	-0.057431	-0.0585781	-0.0587654	-0.058706	-0.0599923	-0.0585781	-0.055712	-0.0577419
22816	4.5632	-0.0555485	-0.0599926	-0.056435	-0.0619043	-0.0574508	-0.0585598	-0.058784	-0.0586899	-0.0599926	-0.0585598	-0.0557077	-0.0577629
22817	4.5634	-0.0555455	-0.0599929	-0.0564346	-0.0619218	-0.0574706	-0.0585415	-0.0588025	-0.0586736	-0.0599929	-0.0585415	-0.0557035	-0.0577841
22818	4.5636	-0.0555427	-0.0599931	-0.0564343	-0.0619391	-0.0574906	-0.058523	-0.058821	-0.0586571	-0.0599931	-0.058523	-0.0556996	-0.0578053
22819	4.5638	-0.0555401	-0.0599934	-0.0564342	-0.0619563	-0.0575107	-0.0585043	-0.0588395	-0.0586405	-0.0599934	-0.0585043	-0.0556958	-0.0578267
22820	4.564	-0.0555378	-0.0599937	-0.0564343	-0.0619734	-0.0575309	-0.0584855	-0.058858	-0.0586236	-0.0599937	-0.0584855	-0.0556923	-0.0578482
22821	4.5642	-0.0555356	-0.0599939	-0.0564345	-0.0619904	-0.0575512	-0.0584666	-0.0588764	-0.0586065	-0.0599939	-0.0584666	-0.0556889	-0.0578697
22822	4.5644	-0.0555335	-0.0599942	-0.0564348	-0.0620072	-0.0575716	-0.0584475	-0.0588948	-0.0585892	-0.0599942	-0.0584475	-0.0556857	-0.0578914
22823	4.5646	-0.0555317	-0.0599944	-0.0564353	-0.062024	-0.0575921	-0.0584283	-0.0589131	-0.0585718	-0.0599944	-0.0584283	-0.0556826	-0.0579131
22824	4.5648	-0.0555301	-0.0599946	-0.0564359	-0.0620407	-0.0576127	-0.0584089	-0.0589315	-0.0585541	-0.0599946	-0.0584089	-0.0556798	-0.057935
22825	4.565	-0.0555286	-0.0599948	-0.0564367	-0.0620572	-0.0576334	-0.0583893	-0.0589498	-0.0585362	-0.0599948	-0.0583893	-0.0556771	-0.0579569
22826	4.5652	-0.0555273	-0.059995	-0.0564376	-0.0620737	-0.0576542	-0.0583696	-0.0589681	-0.0585182	-0.059995	-0.0583696	-0.0556745	-0.0579789
22827	4.5654	-0.0555262	-0.0599952	-0.0564386	-0.0620901	-0.057675	-0.0583498	-0.0589864	-0.0584999	-0.0599952	-0.0583498	-0.0556722	-0.058001
22828	4.5656	-0.0555252	-0.0599954	-0.0564398	-0.0621064	-0.057696	-0.0583298	-0.0590046	-0.0584814	-0.0599954	-0.0583298	-0.05567	-0.0580231
22829	4.5658	-0.0555244	-0.0599956	-0.0564411	-0.0621226	-0.057717	-0.0583096	-0.0590229	-0.0584627	-0.0599956	-0.0583096	-0.055668	-0.0580453
22830	4.566	-0.0555238	-0.0599958	-0.0564425	-0.0621388	-0.0577381	-0.0582892	-0.0590411	-0.0584438	-0.0599958	-0.0582892	-0.0556661	-0.0580676
22831	4.5662	-0.0555234	-0.0599959	-0.056444	-0.0621548	-0.0577593	-0.0582687	-0.0590593	-0.0584247	-0.0599959	-0.0582687	-0.0556644	-0.05809
22832	4.5664	-0.0555231	-0.0599961	-0.0564457	-0.0621708	-0.0577806	-0.058248	-0.0590775	-0.0584054	-0.0599961	-0.058248	-0.0556629	-0.0581125
22833	4.5666	-0.055523	-0.0599962	-0.0564475	-0.0621868	-0.057802	-0.0582271	-0.0590957	-0.0583859	-0.0599962	-0.0582271	-0.0556615	-0.058135
22834	4.5668	-0.055523	-0.0599964	-0.0564494	-0.0622027	-0.0578234	-0.0582061	-0.0591139	-0.0583662	-0.0599964	-0.0582061	-0.0556603	-0.0581576
22835	4.567	-0.0555232	-0.0599965	-0.0564514	-0.0622185	-0.0578449	-0.0581849	-0.0591321	-0.0583463	-0.0599965	-0.0581849	-0.0556592	-0.0581803
22836	4.5672	-0.0555236	-0.0599967	-0.0564535	-0.0622343	-0.0578665	-0.0581635	-0.0591502	-0.0583261	-0.0599967	-0.0581635	-0.0556583	-0.058203
22837	4.5674	-0.0555241	-0.0599968	-0.0564558	-0.06225	-0.0578881	-0.0581419	-0.0591684	-0.0583057	-0.0599968	-0.0581419	-0.0556575	-0.0582258
22838	4.5676	-0.0555247	-0.0599969	-0.0564581	-0.0622656	-0.0579099	-0.0581202	-0.0591865	-0.0582852	-0.0599969	-0.0581202	-0.0556569	-0.0582486
22839	4.5678	-0.0555255	-0.059997	-0.0564606	-0.0622813	-0.0579317	-0.0580983	-0.0592047	-0.0582644	-0.059997	-0.0580983	-0.0556564	-0.0582716
22840	4.568	-0.0555265	-0.0599972	-0.0564632	-0.0622968	-0.0579535	-0.0580762	-0.0592228	-0.0582434	-0.0599972	-0.0580762	-0.0556561	-0.0582946
22841	4.5682	-0.0555276	-0.0599973	-0.0564658	-0.0623124	-0.0579755	-0.0580539	-0.059241	-0.0582221	-0.0599973	-0.0580539	-0.0556559	-0.0583176
22842	4.5684	-0.0555288	-0.0599974	-0.0564686	-0.0623279	-0.0579975	-0.0580314	-0.0592592	-0.0582007	-0.0599974	-0.0580314	-0.0556558	-0.0583407
22843	4.5686	-0.0555302	-0.0599975	-0.0564715	-0.0623434	-0.0580196	-0.0580087	-0.0592773	-0.058179	-0.0599975	-0.0580087	-0.0556559	-0.0583639
22844	4.5688	-0.0555317	-0.0599976	-0.0564745	-0.0623588	-0.0580418	-0.0579859	-0.0592955	-0.0581571	-0.0599976	-0.0579859	-0.0556561	-0.0583872
22845	4.569	-0.0555333	-0.0599977	-0.0564775	-0.0623742	-0.058064	-0.0579628	-0.0593136	-0.058135	-0.0599977	-0.0579628	-0.0556564	-0.0584105
22846	4.5692	-0.0555351	-0.0599978	-0.0564807	-0.0623896	-0.0580863	-0.0579396	-0.0593318	-0.0581126	-0.0599978	-0.0579396	-0.0556569	-0.0584339
22847	4.5694	-0.055537	-0.0599978	-0.0564839	-0.062405	-0.0581087	-0.0579162	-0.05935	-0.05809	-0.0599978	-0.0579162	-0.0556575	-0.0584573
22848	4.5696	-0.0555391	-0.0599979	-0.0564873	-0.0624203	-0.0581311	-0.0578926	-0.0593682	-0.0580672	-0.0599979	-0.0578926	-0.0556582	-0.0584808
22849	4.5698	-0.0555412	-0.059998	-0.0564907	-0.0624356	-0.0581537	-0.0578688	-0.0593864	-0.0580442	-0.059998	-0.0578688	-0.055659	-0.0585044
22850	4.57	-0.0555435	-0.0599981	-0.0564942	-0.0624509	-0.0581763	-0.0578448	-0.0594046	-0.0580209	-0.0599981	-0.0578448	-0.05566	-0.0585281
22851	4.5702	-0.055546	-0.0599982	-0.0564978	-0.0624662	-0.058199	-0.0578206	-0.0594229	-0.0579973	-0.0599982	-0.0578206	-0.0556611	-0.0585518
22852	4.5704	-0.0555485	-0.0599982	-0.0565015	-0.0624815	-0.0582217	-0.0577962	-0.0594411	-0.0579735	-0.0599982	-0.0577962	-0.0556623	-0.0585756
22853	4.5706	-0.0555512	-0.0599983	-0.0565053	-0.0624968	-0.0582446	-0.0577716	-0.0594594	-0.0579495	-0.0599983	-0.0577716	-0.0556636	-0.0585994
22854	4.5708	-0.0555539	-0.0599984	-0.0565091	-0.0625121	-0.0582675	-0.0577469	-0.0594776	-0.0579252	-0.0599984	-0.0577469	-0.0556651	-0.0586234
22855	4.571	-0.0555568	-0.0599984	-0.056513	-0.0625273	-0.0582905	-0.0577219	-0.0594959	-0.0579007	-0.0599984	-0.0577219	-0.0556666	-0.0586474
22856	4.5712	-0.0555599	-0.0599985	-0.056517	-0.0625426	-0.0583135	-0.0576967	-0.0595142	-0.0578759	-0.0599985	-0.0576967	-0.0556683	-0.0586714
22857	4.5714	-0.055563	-0.0599986	-0.0565211	-0.0625578	-0.0583367	-0.0576714	-0.0595326	-0.0578509	-0.0599986	-0.0576714	-0.0556701	-0.0586956
22858	4.5716	-0.0555662	-0.0599986	-0.0565252	-0.0625731	-0.0583599	-0.0576458	-0.0595509	-0.0578256	-0.0599986	-0.0576458	-0.0556719	-0.0587198
22859	4.5718	-0.0555696	-0.0599987	-0.0565294	-0.0625883	-0.0583832	-0.05762	-0.0595693	-0.0578001	-0.0599987	-0.05762	-0.0556739	-0.0587441
22860	4.572	-0.055573	-0.0599987	-0.0565337	-0.0626036	-0.0584066	-0.0575941	-0.0595877	-0.0577742	-0.0599987	-0.0575941	-0.055676	-0.0587685
22861	4.5722	-0.0555766	-0.0599988	-0.0565381	-0.0626189	-0.0584301	-0.0575679	-0.0596061	-0.0577482	-0.0599988	-0.0575679	-0.0556782	-0.0587929
22862	4.5724	-0.0555802	-0.0599988	-0.0565425	-0.0626341	-0.0584537	-0.0575415	-0.0596245	-0.0577218	-0.0599988	-0.0575415	-0.0556805	-0.0588174
22863	4.5726	-0.055584	-0.0599989	-0.056547	-0.0626494	-0.0584773	-0.0575149	-0.059643	-0.0576952	-0.0599989	-0.0575149	-0.0556829	-0.058842
22864	4.5728	-0.0555879	-0.0599989	-0.0565515	-0.0626647	-0.058501	-0.0574881	-0.0596615	-0.0576683	-0.0599989	-0.0574881	-0.0556854	-0.0588667
22865	4.573	-0.0555919	-0.059999	-0.0565561	-0.06268	-0.0585249	-0.0574611	-0.0596799	-0.0576411	-0.059999	-0.0574611	-0.055688	-0.0588914
22866	4.5732	-0.0555959	-0.059999	-0.0565608	-0.0626953	-0.0585487	-0.0574339	-0.0596985	-0.0576136	-0.059999	-0.0574339	-0.0556906	-0.0589163
22867	4.5734	-0.0556001	-0.059999	-0.0565655	-0.0627107	-0.0585727	-0.0574065	-0.059717	-0.0575858	-0.059999	-0.0574065	-0.0556934	-0.0589412
22868	4.5736	-0.0556043	-0.0599991	-0.0565703	-0.062726	-0.0585968	-0.0573789	-0.0597355	-0.0575577	-0.0599991	-0.0573789	-0.0556962	-0.0589662
22869	4.5738	-0.0556087	-0.0599991	-0.0565751	-0.0627413	-0.058621	-0.0573511	-0.0597541	-0.0575294	-0.0599991	-0.0573511	-0.0556992	-0.0589913
22870	4.574	-0.0556131	-0.0599991	-0.05658	-0.0627567	-0.0586452	-0.057323	-0.0597727	-0.0575007	-0.0599991	-0.057323	-0.0557022	-0.0590164
22871	4.5742	-0.0556176	-0.0599992	-0.0565849	-0.0627721	-0.0586696	-0.0572948	-0.0597914	-0.0574717	-0.0599992	-0.0572948	-0.0557053	-0.0590417
22872	4.5744	-0.0556223	-0.0599992	-0.0565899	-0.0627875	-0.058694	-0.0572663	-0.05981	-0.0574425	-0.0599992	-0.0572663	-0.0557085	-0.059067
22873	4.5746	-0.055627	-0.0599992	-0.0565949	-0.0628029	-0.0587185	-0.0572376	-0.0598287	-0.0574129	-0.0599992	-0.0572376	-0.0557118	-0.0590924
22874	4.5748	-0.0556318	-0.0599993	-0.0566	-0.0628184	-0.0587431	-0.0572087	-0.0598474	-0.0573829	-0.0599993	-0.0572087	-0.0557152	-0.0591179
22875	4.575	-0.0556366	-0.0599993	-0.0566052	-0.0628338	-0.0587679	-0.0571796	-0.0598662	-0.0573527	-0.0599993	-0.0571796	-0.0557186	-0.0591435
22876	4.5752	-0.0556416	-0.0599993	-0.0566103	-0.0628493	-0.0587927	-0.0571502	-0.059885	-0.0573221	-0.0599993	-0.0571502	-0.0557221	-0.0591692
22877	4.5754	-0.0556466	-0.0599994	-0.0566155	-0.0628648	-0.0588176	-0.0571206	-0.0599038	-0.0572912	-0.0599994	-0.0571206	-0.0557257	-0.059195
22878	4.5756	-0.0556517	-0.0599994	-0.0566208	-0.0628804	-0.0588426	-0.0570908	-0.0599226	-0.05726	-0.0599994	-0.0570908	-0.0557294	-0.0592209
22879	4.5758	-0.0556569	-0.0599994	-0.0566261	-0.0628959	-0.0588677	-0.0570608	-0.0599414	-0.0572284	-0.0599994	-0.0570608	-0.0557331	-0.0592468
22880	4.576	-0.0556622	-0.0599994	-0.0566314	-0.0629115	-0.0588929	-0.0570306	-0.0599603	-0.0571964	-0.0599994	-0.0570306	-0.0557369	-0.0592729
22881	4.5762	-0.0556675	-0.0599994	-0.0566368	-0.0629271	-0.0589182	-0.0570001	-0.0599793	-0.0571641	-0.0599994	-0.0570001	-0.0557408	-0.0592991
22882	4.5764	-0.055673	-0.0599995	-0.0566422	-0.0629428	-0.0589436	-0.0569694	-0.0599982	-0.0571314	-0.0599995	-0.0569694	-0.0557448	-0.0593253
22883	4.5766	-0.0556784	-0.0599995	-0.0566477	-0.0629585	-0.0589691	-0.0569384	-0.0600172	-0.0570984	-0.0599995	-0.0569384	-0.0557488	-0.0593517
22884	4.5768	-0.055684	-0.0599995	-0.0566532	-0.0629742	-0.0589937	-0.0569073	-0.0600362	-0.057065	-0.0599995	-0.0569073	-0.0557529	-0.0593771
22885	4.577	-0.0556896	-0.0599995	-0.0566587	-0.0629899	-0.0590173	-0.0568758	-0.0600552	-0.0570312	-0.0599995	-0.0568758	-0.055757	-0.0594015
22886	4.5772	-0.0556953	-0.0599995	-0.0566642	-0.0630057	-0.05904	-0.0568442	-0.0600743	-0.0569971	-0.0599995	-0.0568442	-0.0557612	-0.059425
22887	4.5774	-0.0557011	-0.0599996	-0.0566698	-0.0630215	-0.0590618	-0.0568123	-0.0600934	-0.0569628	-0.0599996	-0.0568123	-0.0557655	-0.0594475
22888	4.5776	-0.0557069	-0.0599996	-0.0566754	-0.0630373	-0.0590828	-0.0567802	-0.0601126	-0.0569282	-0.0599996	-0.0567802	-0.0557698	-0.0594692
22889	4.5778	-0.0557127	-0.0599996	-0.0566811	-0.0630531	-0.0591029	-0.0567479	-0.0601317	-0.0568934	-0.0599996	-0.0567479	-0.0557742	-0.05949
22890	4.578	-0.0557186	-0.0599996	-0.0566867	-0.063069	-0.0591223	-0.0567153	-0.060151	-0.0568583	-0.0599996	-0.0567153	-0.0557786	-0.05951
22891	4.5782	-0.0557246	-0.0599996	-0.0566924	-0.063085	-0.0591408	-0.0566825	-0.0601702	-0.0568232	-0.0599996	-0.0566825	-0.0557831	-0.0595292
22892	4.5784	-0.0557306	-0.0599996	-0.0566981	-0.0631009	-0.0591587	-0.0566496	-0.0601895	-0.0567878	-0.0599996	-0.0566496	-0.0557877	-0.0595477
22893	4.5786	-0.0557366	-0.0599997	-0.0567039	-0.0631169	-0.0591759	-0.0566164	-0.0602088	-0.0567524	-0.0599997	-0.0566164	-0.0557923	-0.0595654
22894	4.5788	-0.0557426	-0.0599997	-0.0567097	-0.0631329	-0.0591923	-0.056583	-0.0602281	-0.0567168	-0.0599997	-0.056583	-0.0557969	-0.0595824
22895	4.579	-0.0557487	-0.0599997	-0.0567154	-0.063149	-0.0592082	-0.0565495	-0.0602475	-0.0566812	-0.0599997	-0.0565495	-0.0558016	-0.0595988
22896	4.5792	-0.0557548	-0.0599997	-0.0567213	-0.0631651	-0.0592234	-0.0565158	-0.0602669	-0.0566455	-0.0599997	-0.0565158	-0.0558064	-0.0596145
22897	4.5794	-0.055761	-0.0599997	-0.0567271	-0.0631812	-0.0592381	-0.056482	-0.0602863	-0.0566098	-0.0599997	-0.056482	-0.0558112	-0.0596297
22898	4.5796	-0.0557672	-0.0599997	-0.0567329	-0.0631973	-0.0592521	-0.056448	-0.0603057	-0.056574	-0.0599997	-0.056448	-0.055816	-0.0596442
22899	4.5798	-0.0557734	-0.0599997	-0.0567388	-0.0632135	-0.0592657	-0.056414	-0.0603252	-0.0565382	-0.0599997	-0.056414	-0.0558209	-0.0596581
22900	4.58	-0.0557796	-0.0599997	-0.0567447	-0.0632296	-0.0592787	-0.0563798	-0.0603447	-0.0565025	-0.0599997	-0.0563798	-0.0558259	-0.0596715
22901	4.5802	-0.0557858	-0.0599998	-0.0567506	-0.0632458	-0.0592912	-0.0563455	-0.0603642	-0.0564667	-0.0599998	-0.0563455	-0.0558309	-0.0596844
22902	4.5804	-0.0557921	-0.0599998	-0.0567565	-0.063262	-0.0593032	-0.0563111	-0.0603837	-0.056431	-0.0599998	-0.0563111	-0.0558359	-0.0596968
22903	4.5806	-0.0557984	-0.0599998	-0.0567625	-0.0632782	-0.0593147	-0.0562766	-0.0604033	-0.0563953	-0.0599998	-0.0562766	-0.055841	-0.0597087
22904	4.5808	-0.0558046	-0.0599998	-0.0567684	-0.0632944	-0.0593259	-0.0562421	-0.0604228	-0.0563597	-0.0599998	-0.0562421	-0.0558461	-0.0597201
22905	4.581	-0.055811	-0.0599998	-0.0567744	-0.0633106	-0.0593366	-0.0562076	-0.0604423	-0.0563241	-0.0599998	-0.0562076	-0.0558512	-0.0597311
22906	4.5812	-0.0558173	-0.0599998	-0.0567804	-0.0633268	-0.0593468	-0.056173	-0.0604619	-0.0562886	-0.0599998	-0.056173	-0.0558564	-0.0597416
22907	4.5814	-0.0558236	-0.0599998	-0.0567863	-0.0633429	-0.0593567	-0.0561384	-0.0604815	-0.0562532	-0.0599998	-0.0561384	-0.0558616	-0.0597518
22908	4.5816	-0.05583	-0.0599998	-0.0567923	-0.0633591	-0.0593662	-0.0561038	-0.060501	-0.0562179	-0.0599998	-0.0561038	-0.0558669	-0.0597615
22909	4.5818	-0.0558363	-0.0599998	-0.0567984	-0.0633752	-0.0593754	-0.0560692	-0.0605205	-0.0561827	-0.0599998	-0.0560692	-0.0558722	-0.0597708
22910	4.582	-0.0558427	-0.0599998	-0.0568044	-0.0633914	-0.0593842	-0.0560346	-0.0605401	-0.0561477	-0.0599998	-0.0560346	-0.0558775	-0.0597798
22911	4.5822	-0.0558491	-0.0599998	-0.0568104	-0.0634075	-0.0593927	-0.0560001	-0.0605596	-0.0561127	-0.0599998	-0.0560001	-0.0558828	-0.0597885
22912	4.5824	-0.0558555	-0.0599998	-0.0568164	-0.0634235	-0.0594008	-0.0559656	-0.060579	-0.0560779	-0.0599998	-0.0559656	-0.0558882	-0.0597968
22913	4.5826	-0.0558618	-0.0599998	-0.0568225	-0.0634395	-0.0594087	-0.0559311	-0.0605985	-0.0560433	-0.0599998	-0.0559311	-0.0558937	-0.0598047
22914	4.5828	-0.0558682	-0.0599999	-0.0568285	-0.0634555	-0.0594162	-0.0558968	-0.0606179	-0.0560087	-0.0599999	-0.0558968	-0.0558991	-0.0598124
22915	4.583	-0.0558746	-0.0599999	-0.0568346	-0.0634714	-0.0594235	-0.0558625	-0.0606373	-0.0559744	-0.0599999	-0.0558625	-0.0559046	-0.0598197
22916	4.5832	-0.0558811	-0.0599999	-0.0568406	-0.0634873	-0.0594305	-0.0558283	-0.0606566	-0.0559402	-0.0599999	-0.0558283	-0.0559101	-0.0598268
22917	4.5834	-0.0558875	-0.0599999	-0.0568467	-0.0635031	-0.0594373	-0.0557942	-0.0606759	-0.0559062	-0.0599999	-0.0557942	-0.0559156	-0.0598336
22918	4.5836	-0.0558939	-0.0599999	-0.0568527	-0.0635189	-0.0594438	-0.0557602	-0.0606952	-0.0558723	-0.0599999	-0.0557602	-0.0559212	-0.0598401
22919	4.5838	-0.0559003	-0.0599999	-0.0568588	-0.0635346	-0.05945	-0.0557263	-0.0607143	-0.0558386	-0.0599999	-0.0557263	-0.0559268	-0.0598464
22920	4.584	-0.0559067	-0.0599999	-0.0568649	-0.0635502	-0.0594561	-0.0556925	-0.0607335	-0.0558052	-0.0599999	-0.0556925	-0.0559324	-0.0598524
22921	4.5842	-0.0559131	-0.0599999	-0.0568709	-0.0635657	-0.0594619	-0.0556589	-0.0607525	-0.0557719	-0.0599999	-0.0556589	-0.055938	-0.0598582
22922	4.5844	-0.0559196	-0.0599999	-0.056877	-0.0635812	-0.0594675	-0.0556255	-0.0607715	-0.0557388	-0.0599999	-0.0556255	-0.0559437	-0.0598638
22923	4.5846	-0.055926	-0.0599999	-0.056883	-0.0635965	-0.0594729	-0.0555921	-0.0607904	-0.0557059	-0.0599999	-0.0555921	-0.0559494	-0.0598691
22924	4.5848	-0.0559324	-0.0599999	-0.0568891	-0.0636118	-0.0594781	-0.055559	-0.0608092	-0.0556733	-0.0599999	-0.055559	-0.0559551	-0.0598742
22925	4.585	-0.0559388	-0.0599999	-0.0568951	-0.063627	-0.0594831	-0.055526	-0.0608279	-0.0556408	-0.0599999	-0.055526	-0.0559608	-0.0598792
22926	4.5852	-0.0559453	-0.0599999	-0.0569012	-0.0636421	-0.0594879	-0.0554933	-0.0608466	-0.0556086	-0.0599999	-0.0554933	-0.0559665	-0.0598839
22927	4.5854	-0.0559517	-0.0599999	-0.0569072	-0.0636571	-0.0594926	-0.0554607	-0.0608651	-0.0555766	-0.0599999	-0.0554607	-0.0559723	-0.0598885
22928	4.5856	-0.0559581	-0.0599999	-0.0569133	-0.063672	-0.0594971	-0.0554282	-0.0608836	-0.0555448	-0.0599999	-0.0554282	-0.055978	-0.0598928
22929	4.5858	-0.0559645	-0.0599999	-0.0569193	-0.0636867	-0.0595014	-0.055396	-0.0609019	-0.0555132	-0.0599999	-0.055396	-0.0559838	-0.059897
22930	4.586	-0.0559709	-0.0599999	-0.0569253	-0.0637014	-0.0595056	-0.055364	-0.0609201	-0.0554819	-0.0599999	-0.055364	-0.0559896	-0.0599011
22931	4.5862	-0.0559774	-0.0599999	-0.0569314	-0.0637159	-0.0595097	-0.0553323	-0.0609383	-0.0554508	-0.0599999	-0.0553323	-0.0559954	-0.0599049
22932	4.5864	-0.0559838	-0.0599999	-0.0569374	-0.0637303	-0.0595136	-0.0553007	-0.0609563	-0.05542	-0.0599999	-0.0553007	-0.0560013	-0.0599087
22933	4.5866	-0.0559902	-0.0599999	-0.0569434	-0.0637446	-0.0595174	-0.0552694	-0.0609741	-0.0553894	-0.0599999	-0.0552694	-0.0560071	-0.0599123
22934	4.5868	-0.0559966	-0.0599999	-0.0569494	-0.0637588	-0.059521	-0.0552383	-0.0609919	-0.055359	-0.0599999	-0.0552383	-0.0560129	-0.0599157
22935	4.587	-0.056003	-0.0599999	-0.0569553	-0.0637728	-0.0595245	-0.0552074	-0.0610095	-0.0553289	-0.0599999	-0.0552074	-0.0560188	-0.059919
22936	4.5872	-0.0560093	-0.0599999	-0.0569613	-0.0637867	-0.0595279	-0.0551768	-0.061027	-0.0552991	-0.0599999	-0.0551768	-0.0560247	-0.0599222
22937	4.5874	-0.0560157	-0.0599999	-0.0569673	-0.0638005	-0.0595312	-0.0551464	-0.0610444	-0.0552695	-0.0599999	-0.0551464	-0.0560306	-0.0599252
22938	4.5876	-0.0560221	-0.0599999	-0.0569732	-0.0638141	-0.0595344	-0.0551163	-0.0610616	-0.0552402	-0.0599999	-0.0551163	-0.0560365	-0.0599282
22939	4.5878	-0.0560285	-0.0599999	-0.0569791	-0.0638276	-0.0595375	-0.0550864	-0.0610787	-0.0552111	-0.0599999	-0.0550864	-0.0560424	-0.059931
22940	4.588	-0.0560348	-0.0599999	-0.0569851	-0.0638409	-0.0595404	-0.0550568	-0.0610956	-0.0551823	-0.0599999	-0.0550568	-0.0560483	-0.0599337
22941	4.5882	-0.0560412	-0.06	-0.056991	-0.0638541	-0.0595433	-0.0550274	-0.0611124	-0.0551538	-0.06	-0.0550274	-0.0560542	-0.0599363
22942	4.5884	-0.0560475	-0.06	-0.0569969	-0.0638672	-0.0595461	-0.0549984	-0.061129	-0.0551255	-0.06	-0.0549984	-0.0560601	-0.0599388
22943	4.5886	-0.0560539	-0.06	-0.0570027	-0.0638801	-0.0595488	-0.0549695	-0.0611455	-0.0550976	-0.06	-0.0549695	-0.056066	-0.0599412
22944	4.5888	-0.0560602	-0.06	-0.0570086	-0.0638929	-0.0595514	-0.054941	-0.0611618	-0.0550699	-0.06	-0.054941	-0.0560719	-0.0599435
